Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
467219,3/27/2011,large studio in North Chelsea,Manhattan,Apartment,90,Entire home/apt,10001,1,1,7,150,94
16718650,6/12/2014,Room in Williamsburg - Bedford Stop,Brooklyn,Apartment,90,Private room,11211,1,1,4,65,90
19282453,8/1/2014,Brownstone in Harlem,Manhattan,Apartment,,Private room,10039,1,1,0,75,
123097,5/12/2010,"2BR Apt, Hip Area, Live like a NYer",Manhattan,Apartment,85,Entire home/apt,10009,2,1,5,190,88
33299246,5/13/2015,"Beautiful room, location and home",Manhattan,Apartment,100,Private room,10026,1,1,1,160,100
2070540,4/4/2012,Sunny room in  Nolita,Manhattan,Apartment,100,Private room,10012,1,1,10,145,100
2961377,7/16/2012,Sunny Large Room in Artists Loft,Brooklyn,Apartment,85,Private room,11221,1,1,19,85,86
1331832,10/24/2011,Clean/Convenient w/Discount offer!,Manhattan,Apartment,95,Entire home/apt,10011,1,1,20,170,98
14139405,4/10/2014,HUGE 2bd apt w a riverview terrace,Queens,Apartment,95,Entire home/apt,11102,2,1,4,160,95
33817646,5/20/2015,Cute private room in Little Italy,Manhattan,Apartment,,Private room,10013,1,1,0,95,
3998751,10/28/2012,"With garden, close to subway, park.",Brooklyn,Apartment,100,Entire home/apt,11215,3,1,5,200,100
8158605,8/14/2013,Perfect Lower East Side Apartment,Manhattan,Apartment,95,Entire home/apt,10002,2,1,6,172,97
62745,12/13/2009,2 BDRM+HAMMOCK!Walk to Central Park,Manhattan,Apartment,85,Entire home/apt,10075,2,1,71,150,86
1262622,10/8/2011,Beautiful Bright & Airy Guest Room,Brooklyn,Apartment,100,Private room,11206,1,1,14,100,100
3079308,7/28/2012,West Village - Perfect Location,Manhattan,Apartment,95,Entire home/apt,10014,1,1,10,199,98
27962182,2/18/2015,"Brooklyn Home, 1 Private Bedroom",Brooklyn,House,100,Private room,11217,1,1,2,100,100
10297692,11/27/2013,Large 2bd1ba + Backyard near Subway,Brooklyn,Apartment,,Entire home/apt,11213,2,1,0,120,
2621591,6/12/2012,Waterbury House East Williamsburg,Brooklyn,Other,95,Entire home/apt,11206,1,1,20,135,96
37676372,7/6/2015,New York City Country Cottage,Manhattan,Apartment,70,Entire home/apt,10028,3,1,5,124,70
2448882,5/23/2012,CORNER BROOKLYN BROWNSTONE,Brooklyn,Apartment,,Private room,11213,1,1,0,100,
4311372,12/3/2012,Well appointed Manhattan apartment,Manhattan,Apartment,,Entire home/apt,10038,3,1,0,260,
14860301,4/28/2014,Studio in Midtown,Manhattan,Apartment,,Entire home/apt,10016,1,1,0,200,
27502008,2/9/2015,Saint Nicholas Apt#2,Manhattan,Apartment,90,Private room,10027,1,1,3,60,93
30907745,4/9/2015,Heart Of The City,Manhattan,Apartment,,Private room,10019,1,1,0,65,
13595585,3/27/2014,Hudson River Downtown for Female,Manhattan,Apartment,100,Private room,10280,1,1,1,75,100
948253,8/9/2011,2 Bedroom apartment East Village!,Manhattan,Apartment,,Entire home/apt,10003,3,1,0,360,
9478849,10/17/2013,Clean room with queen bed,Brooklyn,Apartment,90,Private room,11206,1,1,15,80,91
23229656,11/1/2014,(Luxury)(Modern)(4Bedroom)(2Bath),Manhattan,Apartment,,Entire home/apt,10038,5,1,0,300,
39943298,7/29/2015,Heart of Manhattan/Time Square,Manhattan,Apartment,100,Private room,10036,1,1,1,75,100
499281,4/10/2011,Large Loft in Trendy Williamsburg,Brooklyn,Apartment,85,Entire home/apt,11211,1,1,3,199,87
37825695,7/7/2015,Clean and comfortable,Brooklyn,Apartment,,Private room,11232,1,1,0,85,
23156574,10/30/2014,Sweet Home 3 4 bedrooms stay 8-10pe,Manhattan,House,70,Entire home/apt,10029,4,1,3,359,73
40868149,8/8/2015,IMMENSE 2BD/2BA Midtown LOFT,Manhattan,Apartment,,Entire home/apt,10036,4,1,0,450,
16671700,6/11/2014,Luxury Building,Manhattan,Apartment,100,Private room,10001,1,1,1,109,100
20311036,8/20/2014,Beautiful 2 bed apt in Brooklyn,Brooklyn,Apartment,95,Entire home/apt,11233,3,1,14,189,97
602265,5/19/2011,Large One Bedroom Floorthru,Brooklyn,Apartment,,Entire home/apt,11231,1,1,0,125,
4923646,1/31/2013,Trendy/cozy in Brooklyn. On Subway,Brooklyn,Apartment,80,Entire home/apt,11206,1,1,4,160,80
4284154,11/29/2012,Central Park North Guest House,Manhattan,Apartment,90,Entire home/apt,10026,2,1,66,150,91
2599898,6/10/2012,East V. Brownstone Apt + Backyard,Manhattan,Apartment,100,Entire home/apt,10003,1,1,3,250,100
12553970,2/24/2014,Upper East Side Luxury Experience,Manhattan,Apartment,80,Private room,10128,1,1,1,125,80
3480350,9/5/2012,"Charming Studio, East Village/LES",Manhattan,Apartment,90,Entire home/apt,10002,1,1,24,150,93
720558,6/19/2011,Pk Slope-Sunny quiet homelike suite,Brooklyn,Apartment,90,Entire home/apt,11215,2,1,51,124,93
38473206,7/14/2015,Charming Studio in Harlem,Manhattan,Apartment,100,Entire home/apt,10037,1,1,2,100,100
1900800,3/11/2012,Cozy 2 BD in Midtown West,Manhattan,Apartment,90,Entire home/apt,10036,2,1,10,200,94
4716035,1/15/2013,Modern Oasis Heart of Williamsburg,Brooklyn,House,100,Entire home/apt,11249,3,1,1,1000,100
1495502,12/11/2011,Bright Williamsburg Loft & Skylight,Brooklyn,Apartment,85,Entire home/apt,11206,2,1,29,120,86
17307790,6/26/2014,Charming Carroll Gardens Studio,Brooklyn,Apartment,80,Entire home/apt,11231,1,1,2,98,80
5159709,2/20/2013,Virgin Mary Marks the Spot!,Brooklyn,Apartment,90,Entire home/apt,11206,1,1,7,125,94
29244447,3/12/2015,Apartment next to the Empire State,Manhattan,Apartment,,Private room,10001,1,1,0,120,
10385841,12/2/2013,Beautful West Village 1 Bedroom,Manhattan,Apartment,95,Entire home/apt,10014,1,1,33,200,96
20816437,9/1/2014,Furnished Room,Brooklyn,Apartment,,Private room,11219,1,1,0,85,
4714927,1/15/2013,"Private bedroom in Manhattan, NYC",Manhattan,Apartment,85,Private room,10029,1,1,71,80,87
2196083,4/22/2012,Mini-Loft in Heart of Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11249,1,1,6,175,97
5264588,2/28/2013,My NYC: West village w/ Patio!,Manhattan,Apartment,90,Entire home/apt,10014,1,1,2,240,90
4954144,2/3/2013,"Private bedroom, Perfect Location",Manhattan,Apartment,85,Private room,10003,1,1,5,122,88
25134906,12/23/2014,High rise building. On 5th Avenue.,Manhattan,Apartment,,Entire home/apt,10029,2,1,0,295,
6566807,5/25/2013,1 bdm share for full month of oct,Manhattan,Apartment,,Private room,10003,1,1,0,77,
29097795,3/10/2015,Spacious and Sunny 1BR in W'burg,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,9,170,90
10056343,11/16/2013,"Midtown Apt, Quiet, Walk to subway",Manhattan,Apartment,90,Entire home/apt,10016,1,1,61,149,92
17384869,6/29/2014,Private Room * Fancy Hostel Style A,Manhattan,Apartment,90,Private room,10003,1,1,4,79,90
33295723,5/13/2015,SPARKLE*CLEAN*EastHarlem/1bdrm$140,Manhattan,Apartment,90,Entire home/apt,10029,1,1,2,140,90
24530713,12/5/2014,Heaven On Riverside,Manhattan,Apartment,95,Private room,10031,1,1,4,80,95
10125456,11/19/2013,Designer's Red Hook Apartment,Brooklyn,Apartment,100,Entire home/apt,11231,2,1,6,135,100
269606,10/24/2010,Loft in Brooklyn,Brooklyn,Loft,90,Entire home/apt,11205,1,1,9,140,93
4520649,12/29/2012,2BR Breathtaking skyline views,Brooklyn,Apartment,95,Entire home/apt,11249,2,1,7,350,97
13750728,3/31/2014,"Lovely, Warm, Serene. Sleeps upto 4",Bronx,House,85,Private room,10455,3,1,41,60,87
13812311,4/2/2014,CLEAN AND PRETTY,Manhattan,Apartment,95,Private room,10002,1,1,10,90,96
12811597,3/4/2014,Private furnished light room in NYC,Manhattan,Apartment,,Private room,10009,1,1,0,110,
41752555,8/17/2015,Super Cute East Village Apartment!,Manhattan,Apartment,,Private room,10009,1,1,0,125,
30245474,3/29/2015,"Huge, Bright Home- Steps from C.P.",Manhattan,Apartment,85,Entire home/apt,10024,1,1,17,205,88
35606248,6/12/2015,BUDGET LOFT B - TRENDY BUSHWICK BK!,Brooklyn,Apartment,80,Private room,11237,1,1,4,65,80
11344768,1/15/2014,Ultra-Modern TriBeCa/Soho 3br Loft,Manhattan,Apartment,95,Entire home/apt,10013,3,1,31,1100,98
3558763,9/13/2012,Beautiful 2 bedroom downtown apt,Manhattan,Apartment,95,Entire home/apt,10004,2,1,5,300,96
2470608,5/26/2012,Luxury Studio Apt. on West 12th,Manhattan,Apartment,95,Entire home/apt,10011,1,1,8,190,98
12122046,2/10/2014,Crash pad for Women Only (6),Queens,House,100,Shared room,11369,2,1,4,45,100
3518418,9/9/2012,Charming West Village room in apt 2,Manhattan,Apartment,100,Private room,10012,1,1,2,75,100
22980167,10/26/2014,Convenient  Harlem studio,Manhattan,Apartment,85,Entire home/apt,10037,1,1,13,90,86
40330519,8/2/2015,Loft in Brooklyn minutes from NYC,Brooklyn,Loft,90,Entire home/apt,11206,3,1,5,125,92
7437876,7/12/2013,Cozy Studio Apt in NYC- Full Access,Manhattan,Apartment,90,Entire home/apt,10032,1,1,5,99,92
6137695,4/28/2013,Sunlit Room,Brooklyn,Apartment,,Private room,11206,1,1,0,85,
21320274,9/14/2014,Spacious Jr 1 bedroom in Gramercy,Manhattan,Apartment,100,Entire home/apt,10003,1,1,1,175,100
3955733,10/23/2012,Rustic Camper in Heart of LIC,Queens,Camper/RV,80,Entire home/apt,11101,4,1,27,119,81
391612,2/14/2011,"Victorian House, Express + More!",Brooklyn,House,95,Entire home/apt,11226,8,1,6,1300,97
5400175,3/10/2013,1BR Gem in the heart of Greenpoint!,Brooklyn,Apartment,,Entire home/apt,11222,1,1,0,80,
34494552,5/29/2015,Cozy Bedroom near Columbus Circle,Manhattan,Apartment,95,Private room,10019,1,1,6,99,97
311286,12/6/2010,ROOM#5 FOR RENT close to Manhattan,Brooklyn,Apartment,85,Private room,11213,1,1,7,70,86
6240701,5/5/2013,West/Greenwich Village Studio,Manhattan,Apartment,100,Entire home/apt,10014,1,1,1,170,100
2039658,3/30/2012,Great Studio !  Amazing Location !!,Manhattan,Apartment,95,Entire home/apt,10065,1,1,7,240,99
4654512,1/10/2013,Bright One Bedroom Upper East Side!,Manhattan,Apartment,90,Entire home/apt,10028,1,1,12,200,93
17739111,7/6/2014,Central Park home away from home,Manhattan,Apartment,95,Entire home/apt,10026,3,1,9,125,95
16805656,6/15/2014,Central Park West. Cozy Room,Manhattan,Apartment,100,Private room,10025,1,1,3,100,100
4448433,12/19/2012,one private bedroom upper west side,Manhattan,Apartment,,Private room,10031,1,1,0,90,
3702850,9/28/2012,SUN FILLED ROOM IN 2 BDRM APT,Brooklyn,Apartment,100,Private room,11211,1,1,3,95,100
11555234,1/22/2014,Spacious and Lovely One-Bedroom,Brooklyn,Apartment,90,Entire home/apt,11225,1,1,3,125,93
2888900,7/10/2012,Comfortable 1 Bedroom in Greenpoint,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,35,150,96
8271049,8/20/2013,Spacious bright 1BD in West Village,Manhattan,Apartment,,Entire home/apt,10011,1,1,0,200,
901894,8/1/2011,LOCATION! Artists Loft 15' ceilings,Manhattan,Apartment,80,Entire home/apt,10003,2,1,3,640,80
3826792,10/10/2012,Luxury One Bedroom Close to All,Manhattan,Apartment,,Entire home/apt,10016,1,1,0,350,
7443955,7/12/2013,Parkslope Master bd + private bath,Brooklyn,Apartment,95,Private room,11215,1,1,9,120,96
746415,6/26/2011,Minimalist Loft in Brooklyn,Brooklyn,Apartment,80,Entire home/apt,11205,2,1,3,120,80
16431185,6/5/2014,Large studio private entrance,Queens,Apartment,75,Entire home/apt,11365,2,1,5,69,76
27373980,2/7/2015,SunnySpacious1BR ★Terrace★Doorman,Manhattan,Apartment,100,Entire home/apt,10002,1,1,2,299,100
55021,11/17/2009,Bright & Cozy in Great Location,Manhattan,Apartment,95,Private room,10002,1,1,44,120,98
11740791,1/28/2014,Tribeca Apartment; Skyline Views,Manhattan,Apartment,,Entire home/apt,10013,2,1,0,1400,
39603420,7/26/2015,Clean White Room in Large Apartment,Manhattan,Apartment,100,Private room,10031,1,1,4,97,100
1641361,1/23/2012,East Village Cozy space 3 DAY STAY,Manhattan,Loft,85,Entire home/apt,10009,2,1,3,125,87
5007755,2/7/2013,Spacious & Bright Apt in Highrise,Manhattan,Apartment,90,Entire home/apt,10128,1,1,27,189,93
20320155,8/20/2014,Ocean Hill - Beautiful 1 Bedroom3,Brooklyn,House,100,Private room,11233,1,1,1,70,100
7136867,6/26/2013,"Simple, Sweet, in prime Bushwick",Brooklyn,Apartment,,Private room,11237,1,1,0,35,
1229568,9/30/2011,Cozy Room In Trendy LES,Manhattan,Apartment,95,Private room,10002,1,1,29,145,97
774128,7/3/2011,Eastern Parkway Brooklyn 1BR Flat,Brooklyn,Apartment,,Entire home/apt,11225,2,1,1,125,
38123545,7/10/2015,Excellent Room  with Comfy Bed,Brooklyn,Apartment,,Private room,11221,1,1,0,70,
4517005,12/28/2012,Kips Bay studio + dining / sunlight,Manhattan,Apartment,95,Entire home/apt,10010,1,1,12,200,95
34522523,5/29/2015,SUN-filled Williamsburg Apartment,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,1,95,100
15445064,5/12/2014,Luxury 1 Bdrm Doorman Apt w Balcony,Manhattan,Apartment,,Entire home/apt,10016,1,1,1,200,
3572050,9/14/2012,1 BEDROOM TIMESQUARE/CENTRAL PARKt,Manhattan,Apartment,80,Entire home/apt,10036,2,1,70,99,81
4173419,11/17/2012,Studio Available on Upper East Side,Manhattan,Apartment,90,Entire home/apt,10065,1,1,4,150,90
37887953,7/8/2015,UWS 3br apt w/ private roof deck!,Manhattan,Apartment,100,Entire home/apt,10025,4,1,1,300,100
12132619,2/10/2014,3 BR APT-15 min to Times Square,Queens,Apartment,90,Entire home/apt,11104,5,1,46,220,92
9322992,10/9/2013,CENTRAL PARK & 69th STREET- DOORMAN,Manhattan,Apartment,,Entire home/apt,10023,1,1,0,169,
41091,9/24/2009,20FT CEILING LIGHT AIRY PENTHOUSE,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,4,475,100
195265,8/8/2010,WOW! BEST DEAL EVER! VERY COZY!!!,Bronx,Apartment,85,Private room,10461,1,1,7,49,89
9959323,11/12/2013,Adorable 1BD Home with view of NYC,Queens,Apartment,95,Entire home/apt,11102,1,1,8,145,95
15201466,5/7/2014,NYC Central Park cozy private room,Manhattan,Apartment,80,Private room,10025,1,1,15,90,84
23718659,11/13/2014,2BR Apartment in Amazing Location!,Manhattan,Apartment,,Entire home/apt,10002,2,1,0,200,
5416039,3/11/2013,Room in UWS Luxury Bldg for August!,Manhattan,Apartment,100,Private room,10025,1,1,2,100,100
41737078,8/17/2015,One BR Apt. in Hell's Kitchen,Manhattan,Apartment,,Entire home/apt,10019,2,1,0,250,
66071,12/27/2009,Minimalist loft studio in Bushwick,Brooklyn,Loft,95,Entire home/apt,11237,1,1,9,160,96
35242753,6/7/2015,Futon in Manhattan living room :),Manhattan,Apartment,80,Shared room,10029,1,1,8,50,83
280781,11/7/2010,"Large Sunny Room, UES, NYC",Manhattan,Apartment,90,Private room,10022,1,1,17,95,92
2229469,4/26/2012,Lovely one bedroom in Battery Park,Manhattan,Apartment,,Entire home/apt,10280,1,1,0,150,
14909731,4/29/2014,Open space shared living,Queens,Apartment,100,Shared room,11102,1,1,3,65,100
3955733,10/23/2012,Van with a View,Queens,Other,90,Private room,11101,1,1,22,39,91
28257071,2/23/2015,BRONX BOMBER!!! Brand New 2 Bedroom,Bronx,Apartment,,Entire home/apt,10462,5,1,1,105,
16437254,6/5/2014,"Tall Ceilings, Large Windows",Brooklyn,Apartment,100,Entire home/apt,11217,1,1,1,89,100
839178,7/19/2011,"Spacious, Unique East Village 1-BR",Manhattan,Apartment,90,Entire home/apt,10009,1,1,5,199,92
9586465,10/23/2013,2 bedrooms Macy's&Times SQ,Manhattan,Apartment,80,Entire home/apt,10018,3,1,12,149,83
5577008,3/22/2013,Dreamy Garden Level Apartment!,Brooklyn,Apartment,,Entire home/apt,11221,1,1,0,110,
2851409,7/6/2012,Sweet n' Spectacular PARK SLOPE!!!,Brooklyn,Apartment,95,Private room,11215,1,1,96,70,98
7452455,7/13/2013,4 BR ** ONE BLOCK to CENTRAL PARK**,Manhattan,Apartment,80,Entire home/apt,10029,7,1,48,225,83
17647550,7/4/2014,Private Room w/ Penthouse Views,Manhattan,Apartment,90,Private room,10016,1,1,19,150,90
12995701,3/10/2014,Private & Quaint West Village Gem!,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,195,
1444998,11/26/2011,Come and chill in Ridgewood!,Queens,Apartment,,Private room,11385,1,1,0,46,
31675601,4/21/2015,Brooklyn Zen Gem Comfy Retreat,Brooklyn,House,100,Private room,11209,1,1,1,70,100
979243,8/16/2011,"Peaceful space, king size room",Brooklyn,Apartment,,Private room,11226,1,1,0,95,
2228082,4/26/2012,Hip WillyB w/garden sleeps 7,Brooklyn,House,90,Entire home/apt,11211,4,1,32,215,92
17675081,7/5/2014,Midtown Manhattan best Location,Manhattan,Apartment,,Private room,10022,1,1,0,125,
9226628,10/4/2013,Bright 1 Bdr Apt in Gramercy,Manhattan,Apartment,,Entire home/apt,10016,1,1,0,160,
23346331,11/4/2014,NYC Financial District 2 bedroom,Manhattan,Apartment,100,Entire home/apt,10038,2,1,1,400,100
19704424,8/8/2014,Spacious Private Room in Brooklyn,Brooklyn,Apartment,100,Private room,11213,1,1,2,55,100
319077,12/14/2010,Authentic 4000 sqft  4 bedroom Loft,Brooklyn,Loft,95,Entire home/apt,11238,4,1,31,550,95
1021134,8/25/2011,Ground floor 2 BR off the L,Brooklyn,Apartment,100,Entire home/apt,11206,2,1,4,140,100
7596851,7/19/2013,Best Location/Baby friendly WBurg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,23,160,94
4086735,11/7/2012,Apt 6 blocks from Central Park,Manhattan,Apartment,65,Entire home/apt,10026,2,1,8,149,68
8619525,9/4/2013,Cozy 1-bedroom apt next to subway,Brooklyn,Apartment,80,Entire home/apt,11226,2,1,8,95,83
12213641,2/13/2014,Sun filled Room,Manhattan,Apartment,70,Private room,10035,1,1,3,57,73
27926672,2/18/2015,Sky Room,Brooklyn,Apartment,,Private room,11215,1,1,0,45,
9492212,10/17/2013,"1 BR, Private Bath in Brownstone!",Brooklyn,House,100,Private room,11215,1,1,5,125,100
23450902,11/7/2014,Charming Studio in Hell's Kitchen,Manhattan,Apartment,90,Entire home/apt,10019,1,1,6,125,93
31086628,4/12/2015,Cozy room in sunny BK apt,Brooklyn,Apartment,,Private room,11215,1,1,0,65,
22218083,10/6/2014,Cozy 1 BR in the East Village,Manhattan,Apartment,,Entire home/apt,10009,3,1,0,200,
11512908,1/21/2014,"Private Studio Apt, Luxury Building",Manhattan,Apartment,,Entire home/apt,10028,1,1,0,400,
2527654,6/2/2012,Sunny room in Bushwick!,Brooklyn,Apartment,80,Private room,11237,1,1,1,40,80
27904986,2/17/2015,"Lovely, spacious 1 bedroom in BK",Brooklyn,Apartment,95,Entire home/apt,11249,2,1,6,225,97
4762251,1/19/2013,Comfortable 1BR w/ Private Yard,Manhattan,Apartment,,Entire home/apt,10128,2,1,0,225,
5040075,2/10/2013,8.5'x6' ROOM NEAR TIME SQ/PENN STA,Manhattan,Apartment,90,Private room,10018,1,1,45,115,93
11930202,2/4/2014,Amazing 1 Bd in SOHO,Manhattan,Apartment,95,Entire home/apt,10012,1,1,6,215,97
21041659,9/7/2014,1Bed Modern Luxury w/ Train & Views,Queens,Apartment,,Entire home/apt,11101,1,1,0,175,
3515868,9/9/2012,"Large 1 BR in safe, artsy Bushwick",Brooklyn,Apartment,100,Private room,11237,1,1,6,75,100
14942455,4/30/2014,HUGE SUNNY ROOM 1 PRIME WILLYBURG!!,Brooklyn,Apartment,90,Private room,11249,1,1,57,108,93
301987,11/27/2010,Beautiful Historic Sunny Brownstone,Brooklyn,Apartment,90,Private room,11221,1,1,2,85,90
3665164,9/24/2012,Spacious Centrally Located Apt!!!,Manhattan,Apartment,90,Private room,10001,1,1,22,199,93
5907327,4/13/2013,Manhattan Bright & Spacious Studio,Manhattan,Apartment,,Entire home/apt,10027,1,1,0,100,
4297668,12/1/2012,"West Chelsea, Close to it all!",Manhattan,Apartment,,Entire home/apt,10011,1,1,0,245,
8075266,8/10/2013,Heart of Midtown and a Great View,Manhattan,Apartment,100,Entire home/apt,10036,1,1,1,174,100
26546593,1/22/2015,Beautiful Quiet UES Studio,Manhattan,Apartment,,Entire home/apt,10075,1,1,0,235,
26812332,1/27/2015,UWS--Best part of Central Park,Manhattan,Apartment,,Private room,10025,1,1,0,88,
7782769,7/28/2013,"Big, Sunny West Village Studio",Manhattan,Apartment,,Entire home/apt,10011,1,1,0,190,
26732630,1/26/2015,"Large, Furnished East Village Room",Manhattan,Apartment,,Private room,10003,1,1,0,115,
10570887,12/11/2013,Brooklyn Heights Studio,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,1,300,100
3259724,8/14/2012,Beautiful One Bedroom Apartment,Brooklyn,Apartment,85,Entire home/apt,11222,1,1,7,129,89
2047776,4/1/2012,"""Simple Perfect Soho""",Manhattan,Apartment,95,Entire home/apt,10012,1,1,33,275,99
7083715,6/24/2013,1 Bedroom Apt in the UWS!,Manhattan,Apartment,100,Entire home/apt,10025,1,1,4,110,100
417746,3/2/2011,Bedroom in historic Harlem !,Manhattan,Apartment,95,Private room,10027,1,1,10,75,96
3057747,7/25/2012,INCREDIBLE 2 BR in WEST VILLAGE,Manhattan,Apartment,,Private room,10014,2,1,0,400,
38755108,7/17/2015,1 room up to 2 guest @ brooklyn B2,Brooklyn,House,100,Private room,11204,1,1,2,60,100
7399728,7/10/2013,HEART OF EAST VILLAGE! ALL NEW!,Manhattan,Apartment,80,Entire home/apt,10009,1,1,9,99,80
676565,6/7/2011,Cozy private room in 2 bedroom 2 ba,Brooklyn,Apartment,,Private room,11221,1,1,0,89,
6294200,5/8/2013,Private Room in Loft,Brooklyn,Apartment,95,Private room,11237,1,1,8,75,95
307241,12/2/2010,Gramercy Park Comfort,Manhattan,Apartment,95,Private room,10010,1,1,19,100,98
23615611,11/11/2014,"Massive, 1k+ sqft Home in Astoria!",Queens,Apartment,100,Entire home/apt,11105,1,1,5,160,100
23269902,11/2/2014,Room in spacious Brooklyn apartment,Brooklyn,Apartment,100,Private room,11216,1,1,2,60,100
35384978,6/9/2015,Upper East Side 5BR/4BA Garden Apt,Manhattan,Townhouse,100,Entire home/apt,10028,9,1,7,900,100
8552208,8/31/2013,SightSee NYC for only $24 a Night,Brooklyn,Apartment,85,Shared room,11213,1,1,3,24,87
3251552,8/13/2012,BR/Private Bath walk to Timesq,Manhattan,Apartment,100,Private room,10036,1,1,1,183,100
3870290,10/14/2012,Sunny Spacious Comfy Bedroom GP,Brooklyn,Apartment,100,Private room,11222,1,1,8,65,100
24127267,11/24/2014,New Year's in the East Village,Manhattan,Apartment,100,Entire home/apt,10009,1,1,1,175,100
148874,6/21/2010,#3: Win a FREE Night! 12 min. Manh,Brooklyn,Apartment,,Entire home/apt,11233,4,1,1,179,
56326,11/21/2009,"2 bedroom apt, 15 min to Times Sq.",Manhattan,Apartment,90,Entire home/apt,10027,2,1,6,200,90
12220,4/4/2009,Your Room in front of Central Park,Manhattan,Apartment,90,Private room,10025,1,1,141,117,90
2487613,5/28/2012,Amazing 1 Bedroom Apartment in UES!,Manhattan,Apartment,85,Entire home/apt,10028,1,1,3,160,87
41105459,8/10/2015,Private Room in Townhouse,Brooklyn,House,80,Private room,11216,1,1,2,40,80
9882029,11/8/2013,Chic 1 BR Near Central Park,Manhattan,Apartment,100,Entire home/apt,10024,2,1,1,165,100
17249397,6/25/2014,Large Studio in Luxury Building,Manhattan,Apartment,90,Entire home/apt,10005,2,1,2,150,90
803086,7/10/2011,Spacious Duplex in Brownstone!,Manhattan,Apartment,90,Entire home/apt,10026,4,1,10,250,94
15609898,5/16/2014,Hip duplex apartment in Buskwick,Brooklyn,Apartment,95,Private room,11221,1,1,5,70,95
311286,12/6/2010,ROOM#6 FOR RENT close to Manhattan,Brooklyn,Apartment,100,Private room,11213,1,1,2,75,100
3149114,8/3/2012,Bright penthouse 2BD with balcony,Manhattan,Apartment,,Entire home/apt,10009,2,1,0,170,
1887615,3/9/2012,1BR in Clinton Hill Loft,Brooklyn,Loft,,Private room,11205,1,1,0,100,
1656453,1/26/2012,"Stunning, bright river views!",Manhattan,Apartment,80,Entire home/apt,10075,2,1,2,155,80
4742264,1/17/2013,Upper West Side Gem Near Everything,Manhattan,Apartment,,Entire home/apt,10024,1,1,0,175,
21135894,9/9/2014,Full furnished gorgeous APT,Manhattan,Apartment,,Entire home/apt,10128,1,1,0,250,
31311870,4/15/2015,BEST LOCATION-Greenwich Village 1BR,Manhattan,Apartment,100,Entire home/apt,10003,1,1,3,198,100
25776194,1/8/2015,Huge 2 bedroom apartment in Tribeca,Manhattan,Apartment,,Entire home/apt,10013,2,1,0,422,
6575712,5/25/2013,Quiet minimal clean,Manhattan,Apartment,90,Private room,10003,1,1,22,125,93
6182854,5/1/2013,Large bright fabulous private room,Brooklyn,House,100,Private room,11238,1,1,1,135,100
7150098,6/27/2013,"""Sex & the City"" apartment",Manhattan,Apartment,85,Entire home/apt,10014,3,1,19,200,87
12671535,2/28/2014,Manhattan huge studio share 20'x11',Manhattan,Apartment,95,Shared room,10036,1,1,23,73,95
6465286,5/19/2013,Sunny and Bright Williamsburg Room,Brooklyn,Loft,90,Private room,11249,1,1,13,90,92
4340386,12/6/2012,COZY 2 BR in NYC Park Avenue WOW!!,Manhattan,Apartment,85,Entire home/apt,10029,3,1,84,150,86
37035401,6/29/2015,Luxury Studio In High-end Building,Manhattan,Apartment,100,Entire home/apt,10023,1,1,2,420,100
2679362,6/19/2012,"Classic, Beautiful Bkln Brownstone",Brooklyn,Apartment,95,Private room,11213,1,1,8,46,95
14270540,4/14/2014,Charming 1 Bedroom in East Village,Manhattan,Apartment,100,Entire home/apt,10003,2,1,1,215,100
3311280,8/19/2012,Charming Williamsburg  Apartment,Brooklyn,Apartment,80,Entire home/apt,11249,1,1,3,175,80
331914,1/1/2011,Lower Manhattan - Entire 1 Bdrm Apt,Manhattan,Apartment,,Entire home/apt,10013,1,1,0,195,
26180217,1/15/2015,Comfy 2br midtown west.,Manhattan,Apartment,100,Entire home/apt,10019,2,1,1,200,100
860636,7/24/2011,Crotona Park Sunny Room at SUMMIT!,Bronx,House,90,Private room,10460,1,1,7,39,91
19282453,8/1/2014,Home Sweet Home,Manhattan,Apartment,80,Private room,10030,1,1,9,65,80
38755108,7/17/2015,UP TO 2 PPL WITH 1 ROOM @BK A1,Brooklyn,House,,Private room,11204,1,1,0,60,
23220508,11/1/2014,"Luxury King Bed, Fireplace, Terrace",Manhattan,Apartment,100,Entire home/apt,10022,1,1,1,189,100
756577,6/29/2011,Amazing 1BR with private terrace,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,175,
7101220,6/25/2013,"Furnished Sublet, Manhattan, Harlem",Manhattan,Apartment,60,Private room,10029,1,1,1,40,60
7351,2/2/2009,Spacious room in Huge artist Loft,Brooklyn,Loft,100,Private room,11215,1,1,2,84,100
10916318,12/30/2013,Stylish living inthe heart of NYC!2,Manhattan,Apartment,85,Private room,10010,1,1,40,125,89
